timestamp,location_id,temperature_c,humidity,rainfall_mm,wind_speed,magnitude,depth_km,soil_type,soil_moisture,soil_density,liquefaction_risk,vibration,strain,load,fatigue_index,rolling_mean_vibration,rolling_std_vibration,rate_of_change_strain,cumulative_fatigue,seismic_impact,thermal_stress,soil_risk_index
2024-01-01 10:00:00,LOC_001,32.51,51.96,0.0,4.64,0.0,300.0,clay,0.4622,1633.91,0.4636,0.517939640436583,3.887864946999687e-05,63115.46335959852,0.014082914861527306,0.517509511592607,0.06314561799958733,8.835311853699866e-07,0.08167788269856928,0.0,0.00039012,0.5739941499361935
2024-01-01 11:00:00,LOC_001,30.61,65.77,0.0,6.96,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5274919525854341,3.3992783776373504e-05,55185.02413721217,0.015183608356546198,0.5145317337927312,0.06174897584450778,-4.8858656936233655e-06,0.09686149105511548,0.0,0.00036732000000000003,0.5739941499361935
2024-01-01 12:00:00,LOC_001,29.64,59.25,0.0,5.2,0.0,300.0,clay,0.4622,1633.91,0.4636,0.48130203282020223,3.0802255429693246e-05,50005.99551376685,0.01618100348021403,0.5081234814765331,0.06151610771244262,-3.1905283466802576e-06,0.11304249453532951,0.0,0.00035568000000000004,0.5739941499361935
2024-01-01 13:00:00,LOC_001,33.36,50.9,0.0,4.94,0.0,300.0,clay,0.4622,1633.91,0.4636,0.49686820758088907,2.6710371649563995e-05,43361.08155413945,0.017045862400723984,0.5088233020851979,0.06132488867857676,-4.091883780129251e-06,0.1300883569360535,0.0,0.00040032,0.5739941499361935
2024-01-01 14:00:00,LOC_001,32.09,57.84,0.0,4.84,0.0,300.0,clay,0.4622,1633.91,0.4636,0.4230661409565233,2.541445742151246e-05,41257.94906134258,0.017868773269381525,0.5038964013475166,0.06635497097245559,-1.2959142280515361e-06,0.14795713020543502,0.0,0.00038508000000000005,0.5739941499361935
2024-01-01 15:00:00,LOC_001,29.3,67.89,0.0,7.41,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5365756961664696,2.1702519504556374e-05,35233.15111811144,0.0185715164655845,0.5009964595315571,0.06394999400974109,-3.711937916956085e-06,0.16652864667101952,0.0,0.00035160000000000004,0.5739941499361935
2024-01-01 16:00:00,LOC_001,24.79,68.87,0.0,5.34,0.0,300.0,clay,0.4622,1633.91,0.4636,0.6054028720598694,1.9454976557301015e-05,31586.066487291908,0.019201516695888883,0.504938725198539,0.06938524616650492,-2.2475429472553594e-06,0.1857301633669084,0.0,0.00029748,0.5739941499361935
2024-01-01 17:00:00,LOC_001,28.96,64.51,0.0,3.09,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5334669180931682,1.9989203939112266e-05,32451.78589213523,0.019848784141933775,0.5197312465344051,0.05547655549839889,5.342273818112509e-07,0.20557894750884217,0.0,0.00034752000000000003,0.5739941499361935
2024-01-01 18:00:00,LOC_001,26.43,56.63,0.0,1.36,0.0,300.0,clay,0.4622,1633.91,0.4636,0.4841470301186296,1.9249057411705047e-05,31251.132114026248,0.020472103935078336,0.5206474484749795,0.054726035310721406,-7.401465274072185e-07,0.22605105144392051,0.0,0.00031716,0.5739941499361935
2024-01-01 19:00:00,LOC_001,26.17,60.75,0.0,4.95,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5564604039061514,1.8725543515853934e-05,30401.294332288322,0.02107847327956758,0.5162720894723919,0.04911974645270748,-5.235138958511134e-07,0.2471295247234881,0.0,0.00031404,0.5739941499361935
2024-01-01 20:00:00,LOC_001,23.95,65.89,0.0,6.58,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5008555606113508,1.8975032699562415e-05,30807.165652935186,0.02169293793486687,0.5145636814898686,0.04935185179657743,2.494891837084814e-07,0.26882246265835497,0.0,0.0002874,0.5739941499361935
2024-01-01 21:00:00,LOC_001,21.41,59.15,0.0,3.75,0.0,300.0,clay,0.4622,1633.91,0.4636,0.505194778451301,2.2669163310827097e-05,36805.942125464586,0.02242705125109577,0.5123339640764554,0.049206331158761094,3.694130611264682e-06,0.29124951390945075,0.0,0.00025692,0.5739941499361935
2024-01-01 22:00:00,LOC_001,23.72,53.63,0.0,1.12,0.0,300.0,clay,0.4622,1633.91,0.4636,0.4435028174849973,2.446984783744158e-05,39728.45519109227,0.023219455583243155,0.5085540425429349,0.053148884330881975,1.8006845266144821e-06,0.31446896949269393,0.0,0.00028464,0.5739941499361935
2024-01-01 23:00:00,LOC_001,25.19,54.35,0.0,4.86,0.0,300.0,clay,0.4622,1633.91,0.4636,0.48891680618569705,2.848907159465724e-05,46253.12129529924,0.02414199771364925,0.5077589024034157,0.053402013055202695,4.019223757215661e-06,0.3386109672063432,0.0,0.00030228000000000004,0.5739941499361935
2024-01-02 00:00:00,LOC_001,26.5,57.83,0.0,3.05,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5376882574613463,3.0745072783104004e-05,49915.04279016944,0.02513757873878613,0.519221114053898,0.04481449973515666,2.2560011884467647e-06,0.36374854594512934,0.0,0.00031800000000000003,0.5739941499361935
2024-01-02 01:00:00,LOC_001,20.18,63.07,0.0,4.92,0.0,300.0,clay,0.4622,1633.91,0.4636,0.48341600082738057,3.478965422214725e-05,56485.759176256615,0.026264216058576387,0.5139051445199891,0.045671877769121905,4.044581439043245e-06,0.3900127620037057,0.0,0.00024216,0.5739941499361935
2024-01-02 02:00:00,LOC_001,23.45,54.73,0.0,1.98,0.0,300.0,clay,0.4622,1633.91,0.4636,0.48790573027015804,3.682626524750759e-05,59790.12940938865,0.027456760730544275,0.502155430341018,0.03282421418897871,2.0366110253603394e-06,0.41746952273425,0.0,0.0002814,0.5739941499361935
2024-01-02 03:00:00,LOC_001,19.59,52.31,0.0,1.37,1.04,300.0,clay,0.4622,1633.91,0.4636,0.5127334820300136,4.1622679091441875e-05,67580.58755647109,0.028804690069634716,0.5000820867347026,0.031243416567510833,4.7964138439342865e-06,0.4462742128038847,0.003466666666666667,0.00023508,0.5739941499361935
2024-01-02 04:00:00,LOC_001,27.15,55.35,0.0,4.84,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5619991836739227,4.277905274624492e-05,69451.8308465924,0.030189942311980814,0.5078673020902318,0.0361464072165819,1.1563736548030423e-06,0.4764641551158655,0.0,0.0003258,0.5739941499361935
2024-01-02 05:00:00,LOC_001,28.32,56.47,0.0,3.2,0.0,300.0,clay,0.4622,1633.91,0.4636,0.47796087662490144,4.346883684600174e-05,70570.70522907331,0.03159751107540839,0.5000173493621068,0.032788805599346806,6.897840997568228e-07,0.5080616661912739,0.0,0.00033984,0.5739941499361935
2024-01-02 06:00:00,LOC_001,29.68,64.99,0.0,2.4,0.0,300.0,clay,0.4622,1633.91,0.4636,0.4479872572754523,4.504875384314405e-05,73134.47245928954,0.0330562154858192,0.494730519028517,0.03667102108745874,1.5799169971423088e-06,0.5411178816770931,0.0,0.00035616,0.5739941499361935
2024-01-02 07:00:00,LOC_001,26.45,53.66,0.0,6.13,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5557028276222761,4.276838439137313e-05,69435.09396755404,0.03444113390256365,0.49978132394561453,0.041440572544375776,-2.280369451770919e-06,0.5755590155796567,0.0,0.0003174,0.5739941499361935
2024-01-02 08:00:00,LOC_001,32.33,54.69,0.0,5.0,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5780899700938673,4.3915503043756345e-05,71292.42777591986,0.03586309779084516,0.5132400392065015,0.04295927410240377,1.1471186523832145e-06,0.6114221133705019,0.0,0.00038795999999999997,0.5739941499361935
2024-01-02 09:00:00,LOC_001,30.7,52.51,0.0,8.8,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5357093373880095,4.126284072935701e-05,66987.40584640742,0.03719919581773017,0.5179192923267327,0.04256209670222024,-2.6526623143993366e-06,0.648621309188232,0.0,0.0003684,0.5739941499361935
2024-01-02 10:00:00,LOC_001,31.95,51.93,0.0,3.39,0.0,300.0,clay,0.4622,1633.91,0.4636,0.45468544136807165,3.7513933700055435e-05,60900.3977484531,0.03841388535884762,0.5096190107174052,0.04621513683948341,-3.748907029301573e-06,0.6870351945470796,0.0,0.0003834,0.5739941499361935
2024-01-02 11:00:00,LOC_001,34.73,64.02,0.0,6.26,0.0,300.0,clay,0.4622,1633.91,0.4636,0.6061760520818459,3.254620993731759e-05,52833.99591808137,0.039467686395126815,0.5218950158428518,0.05411121402484903,-4.967723762737847e-06,0.7265028809422064,0.0,0.00041675999999999996,0.5739941499361935
2024-01-02 12:00:00,LOC_001,32.05,64.73,0.0,6.99,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5363553123484219,3.0869479512677664e-05,50113.681492615186,0.040467229370648956,0.5267399740506782,0.05288488945091359,-1.676730424639923e-06,0.7669701103128553,0.0,0.00038459999999999997,0.5739941499361935
2024-01-02 13:00:00,LOC_001,34.98,51.89,0.0,6.08,0.0,300.0,clay,0.4622,1633.91,0.4636,0.6252906918785989,2.7899568323615553e-05,45290.71927031785,0.041370575901070246,0.5379956950355368,0.060937539430780834,-2.969911189062111e-06,0.8083406862139256,0.0,0.00041976,0.5739941499361935
2024-01-02 14:00:00,LOC_001,28.77,51.18,0.0,2.44,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5225052900425983,2.387209605545755e-05,38755.616204635895,0.04214357646270498,0.5340463056724043,0.06048715366231599,-4.027472268158002e-06,0.8504842626766306,0.0,0.00034524,0.5739941499361935
2024-01-02 15:00:00,LOC_001,30.53,65.81,0.0,9.34,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5214119907403143,1.9478315072304268e-05,31621.779677512193,0.04277428901083066,0.5383914170839457,0.05749735496727103,-4.393780983153284e-06,0.8932585516874613,0.0,0.00036636000000000004,0.5739941499361935
2024-01-02 16:00:00,LOC_001,31.07,55.65,0.35,5.58,0.0,300.0,clay,0.4622,1633.91,0.4636,0.49112360099528535,2.0927235396241597e-05,33973.787614116336,0.04345191355866149,0.5427050514559288,0.05123884416929918,1.4489203239373291e-06,0.9367104652461228,0.0,0.00037284,0.5739941499361935
2024-01-02 17:00:00,LOC_001,27.15,57.6,0.0,1.07,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5193813243954996,1.7679940417681368e-05,28703.399267633908,0.04402441751879857,0.5390729011332512,0.05150178126941631,-3.247294978560229e-06,0.9807348827649214,0.0,0.0003258,0.5739941499361935
2024-01-02 18:00:00,LOC_001,26.75,60.55,0.0,1.7,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5981927027674648,1.8873818083325834e-05,30641.80780627078,0.044635584027381076,0.541083174400611,0.05354573180853278,1.1938776656444662e-06,1.0253704667923025,0.0,0.000321,0.5739941499361935
2024-01-02 19:00:00,LOC_001,27.07,58.83,0.0,3.95,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5550586995636917,2.0002041458330996e-05,32473.3635802771,0.04528328185143788,0.5430181106181792,0.05367940423568965,1.128223375005162e-06,1.0706537486437404,0.0,0.00032484,0.5739941499361935
2024-01-02 20:00:00,LOC_001,23.02,76.18,0.0,1.15,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5188490058721504,2.0593960677831953e-05,33435.97074158602,0.045950179367028325,0.549434467068587,0.04509631029286818,5.91919219500957e-07,1.1166039280107687,0.0,0.00027624,0.5739941499361935
2024-01-02 21:00:00,LOC_001,25.43,67.01,0.0,3.29,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5637622974145295,2.1449233586941904e-05,34823.568835760925,0.04664475323539451,0.5451930916018555,0.04097272997221333,8.552729091099508e-07,1.163248681246163,0.0,0.00030516,0.5739941499361935
2024-01-02 22:00:00,LOC_001,25.1,63.41,0.0,7.31,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5483654696946448,2.5556575875780185e-05,41492.14468103808,0.04747233525531438,0.5463941073364778,0.0408607590415524,4.107342288838281e-06,1.2107210165014775,0.0,0.0003012,0.5739941499361935
2024-01-02 23:00:00,LOC_001,22.52,48.35,0.0,2.47,1.34,298.24,clay,0.4622,1633.91,0.4636,0.5392508507314329,2.7263928119734912e-05,44265.471153563114,0.04835523268834855,0.5377901232217611,0.030023110174805943,1.7073522439547269e-06,1.259076249189826,0.004493025751072962,0.00027024,0.5739941499361935
2024-01-03 00:00:00,LOC_001,22.68,60.9,0.0,4.21,0.0,300.0,clay,0.4622,1633.91,0.4636,0.6073230316170394,3.0463435048529502e-05,49460.067179679514,0.0493417389925319,0.5462718973792053,0.03650613129192472,3.19950692879459e-06,1.3084179881823579,0.0,0.00027216,0.5739941499361935
2024-01-03 01:00:00,LOC_001,21.13,54.93,0.0,1.81,0.0,300.0,clay,0.4622,1633.91,0.4636,0.48223724167613846,3.321390669654975e-05,53926.702909696425,0.050417334627915415,0.5423544224727876,0.041262351246655095,2.75047164802025e-06,1.3588353228102732,0.0,0.00025356,0.5739941499361935
2024-01-03 02:00:00,LOC_001,26.31,56.1,0.0,9.49,0.0,300.0,clay,0.4622,1633.91,0.4636,0.609004874601792,3.634215971433774e-05,59002.12387458491,0.0515941621269771,0.5541425498334384,0.041834755495949276,3.12825301778799e-06,1.4104294849372503,0.0,0.00031572,0.5739941499361935
2024-01-03 03:00:00,LOC_001,24.51,53.25,0.0,0.74,0.0,300.0,clay,0.4622,1633.91,0.4636,0.6909902783969913,3.90590206607057e-05,63414.36418396529,0.052858994012789075,0.5713034452335874,0.058047217960286085,2.716860946367955e-06,1.4632884789500393,0.0,0.00029412000000000004,0.5739941499361935
2024-01-03 04:00:00,LOC_001,22.3,64.02,0.0,3.41,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5197171905558152,4.2683006900916116e-05,69299.93323987492,0.05424121657977964,0.5634558940124226,0.0592992266350446,3.6239862402104187e-06,1.517529695529819,0.0,0.0002676,0.5739941499361935
2024-01-03 05:00:00,LOC_001,25.99,59.49,0.0,0.98,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5006083104674727,4.1633689912997004e-05,67593.27406796691,0.05558939895782215,0.5580108551028007,0.06256588164237242,-1.0493169879191114e-06,1.5731190944876412,0.0,0.00031188,0.5739941499361935
2024-01-03 06:00:00,LOC_001,29.95,46.9,0.0,4.01,0.0,300.0,clay,0.4622,1633.91,0.4636,0.6149976300772761,4.1834006314790555e-05,67915.26535276185,0.05694400361651359,0.5676257175233131,0.06326293649379336,2.0031640179355055e-07,1.6300630981041548,0.0,0.0003594,0.5739941499361935
2024-01-03 07:00:00,LOC_001,32.01,58.72,0.0,9.28,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5557465756566712,4.1705835555418354e-05,67705.51351928468,0.05829442466774474,0.5668241453475275,0.06336802122117055,-1.281707593722009e-07,1.6883575227718997,0.0,0.00038412,0.5739941499361935
2024-01-03 08:00:00,LOC_001,27.21,60.02,0.0,4.99,0.0,300.0,clay,0.4622,1633.91,0.4636,0.45402824377503376,4.316232683189252e-05,70074.02622251624,0.05969208691468207,0.5573904227555662,0.07274903321744265,1.456491276474167e-06,1.7480496096865816,0.0,0.00032652,0.5739941499361935
2024-01-03 09:00:00,LOC_001,32.5,57.3,0.0,5.4,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5970542415776944,3.902304959212279e-05,63349.88961287693,0.06095563282223997,0.5631707618401924,0.07344071513635746,-4.1392772397697315e-06,1.8090052425088217,0.0,0.00039,0.5739941499361935
2024-01-03 10:00:00,LOC_001,31.45,48.89,0.0,2.89,0.0,300.0,clay,0.4622,1633.91,0.4636,0.517157934290533,3.573064006857631e-05,58005.73364683941,0.0621125868092515,0.5541542521075418,0.07295099622557438,-3.2924095235464776e-06,1.8711178293180732,0.0,0.0003774,0.5739941499361935
2024-01-03 11:00:00,LOC_001,32.36,61.45,0.0,6.41,0.0,300.0,clay,0.4622,1633.91,0.4636,0.6017159089698928,3.502044343773345e-05,56852.16752046928,0.06324653233062906,0.5661021188369173,0.06956944593793876,-7.10196630842859e-07,1.9343643616487023,0.0,0.00038832,0.5739941499361935
2024-01-03 12:00:00,LOC_001,35.18,55.59,0.0,7.01,1.12,300.0,clay,0.4622,1633.91,0.4636,0.6601488652044127,3.0276022498324838e-05,49148.41438952848,0.06422682256072008,0.5712165178971793,0.07476016730973895,-4.744420939408615e-06,1.9985911842094224,0.0037333333333333337,0.00042216,0.5739941499361935
2024-01-03 13:00:00,LOC_001,33.93,63.13,0.0,2.69,0.0,300.0,clay,0.4622,1633.91,0.4636,0.620853056482856,2.7248824058670365e-05,44234.89187613703,0.06510911007444604,0.5642027957057658,0.06491691511663136,-3.0271984396544722e-06,2.0637002942838683,0.0,0.00040716,0.5739941499361935
2024-01-03 14:00:00,LOC_001,29.91,53.6,0.0,1.75,0.0,300.0,clay,0.4622,1633.91,0.4636,0.6489786622114562,2.526600927572711e-05,41018.03052309239,0.0659272356453074,0.5771289428713299,0.06787650426826183,-1.9828147829432554e-06,2.129627529929176,0.0,0.00035892,0.5739941499361935
2024-01-03 15:00:00,LOC_001,27.37,55.52,3.09,2.34,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5675140353332147,2.3520823167891908e-05,38185.976895999236,0.06668887445995866,0.5838195153579041,0.06258716601367822,-1.745186107835202e-06,2.1963164043891346,0.0,0.00032844000000000005,0.5739941499361935
2024-01-03 16:00:00,LOC_001,30.83,51.8,0.0,8.39,0.0,300.0,clay,0.4622,1633.91,0.4636,0.582714513132655,2.018524624931564e-05,32769.318583519314,0.06734247525772945,0.580591203663442,0.06162548748972022,-3.3355769185762672e-06,2.263658879646864,0.0,0.00036996,0.5739941499361935
2024-01-03 17:00:00,LOC_001,26.57,55.18,0.0,0.39,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5535017684641267,1.81288196410821e-05,29432.359924690445,0.06792951871052584,0.5803667229441876,0.061730043484874875,-2.05642660823354e-06,2.33158839835739,0.0,0.00031884000000000003,0.5739941499361935
2024-01-03 18:00:00,LOC_001,28.56,52.01,0.0,2.42,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5603083202502327,1.8012471194621237e-05,29242.768539726203,0.06851278066630553,0.5909947305917074,0.0442301646090608,-1.1634844646086367e-07,2.4001011790236957,0.0,0.00034271999999999997,0.5739941499361935
2024-01-03 19:00:00,LOC_001,28.94,57.48,0.0,6.92,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5396611716026902,1.772626982244119e-05,28777.996999844727,0.0690867725163162,0.585255423594207,0.04699383802286758,-2.862013721800464e-07,2.469187951540012,0.0,0.00034728000000000005,0.5739941499361935
2024-01-03 20:00:00,LOC_001,25.02,65.92,0.0,2.58,0.0,300.0,clay,0.4622,1633.91,0.4636,0.56446432047109,2.0592310519871e-05,33432.48922521082,0.06975360059128419,0.5899860622122627,0.04142865327730619,2.8660406974298107e-06,2.538941552131296,0.0,0.00030024,0.5739941499361935
2024-01-03 21:00:00,LOC_001,25.02,69.94,0.0,6.66,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5532514166533204,2.143654626576579e-05,34803.14175353827,0.07044776703106125,0.5851396129806055,0.042718671417614006,8.442357458947877e-07,2.609389319162357,0.0,0.00030024,0.5739941499361935
2024-01-03 22:00:00,LOC_001,25.94,59.68,0.0,3.58,0.0,300.0,clay,0.4622,1633.91,0.4636,0.6060082642372293,2.3525875140555847e-05,38194.83412193291,0.07120958250760805,0.579725552883887,0.03486474852588975,2.089328874790058e-06,2.680598901669965,0.0,0.00031128000000000004,0.5739941499361935
2024-01-03 23:00:00,LOC_001,21.28,62.47,0.0,2.47,0.0,300.0,clay,0.4622,1633.91,0.4636,0.6178692211308885,2.771063789971997e-05,44991.414630393716,0.07210695925410074,0.5794271693486903,0.0344843503244187,4.184762759164121e-06,2.752705860924066,0.0,0.00025536,0.5739941499361935
2024-01-04 00:00:00,LOC_001,26.21,47.24,0.0,4.39,1.02,275.21,clay,0.4622,1633.91,0.4636,0.553906759468463,3.080376088883685e-05,50010.49774902264,0.0731044441771505,0.5699199790743911,0.0249723141088805,3.0931229891168824e-06,2.8258103051012164,0.0037062606736673817,0.00031452000000000004,0.5739941499361935
2024-01-04 01:00:00,LOC_001,23.37,57.35,0.0,1.37,0.0,300.0,clay,0.4622,1633.91,0.4636,0.601984602526827,3.3406620374094847e-05,54238.138439678005,0.07418625155326128,0.5733670357937523,0.026907408643488596,2.6028594852579956e-06,2.899996556654478,0.0,0.00028044,0.5739941499361935
2024-01-04 02:00:00,LOC_001,24.67,64.18,0.0,1.94,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5421827831506395,3.436375935919277e-05,55791.25462255396,0.07529903662497385,0.5693138627955507,0.028356613819832194,9.571389850979238e-07,2.975295593279452,0.0,0.00029604,0.5739941499361935
2024-01-04 03:00:00,LOC_001,23.61,62.85,0.0,1.46,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5260913619841351,4.098302333029568e-05,66538.80179027657,0.07662618701481164,0.5665728221475516,0.03123371955800165,6.61926397110291e-06,3.0519217802942635,0.0,0.00028332,0.5739941499361935
2024-01-04 04:00:00,LOC_001,28.2,51.41,0.0,6.52,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5156763756438604,4.036324036501877e-05,65528.93166577025,0.07793319502917281,0.5621096276869143,0.03516928958875288,-6.197829652769115e-07,3.129854975323436,0.0,0.0003384,0.5739941499361935
2024-01-04 05:00:00,LOC_001,28.12,58.14,0.0,4.42,0.0,300.0,clay,0.4622,1633.91,0.4636,0.6119887239964958,4.2832602589442895e-05,69537.95971307582,0.07932016515575568,0.5693423829262949,0.03740584320985942,2.469362224424127e-06,3.209175140479192,0.0,0.00033744,0.5739941499361935
2024-01-04 06:00:00,LOC_001,28.09,53.15,0.0,3.09,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5987034720447152,4.3966528131400373e-05,71378.89312416442,0.08074385363957458,0.5727662980836573,0.038461842659706265,1.133925541957478e-06,3.2899189941187665,0.0,0.00033708,0.5739941499361935
2024-01-04 07:00:00,LOC_001,26.02,67.04,0.0,3.48,0.0,300.0,clay,0.4622,1633.91,0.4636,0.6096111778958979,4.1785082566513096e-05,67839.0391787516,0.08209693792828891,0.5784022742079151,0.03940232983724333,-2.1814455648872777e-06,3.3720159320470553,0.0,0.00031224,0.5739941499361935
2024-01-04 08:00:00,LOC_001,25.76,64.33,0.0,7.28,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5888975025733186,4.207282674231541e-05,68306.4115433076,0.08345934419754891,0.5766911980415241,0.0384298403817452,2.8774417580231264e-07,3.4554752762446044,0.0,0.00030912,0.5739941499361935
2024-01-04 09:00:00,LOC_001,30.19,52.22,0.0,3.0,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5893018436377614,4.183582423520051e-05,67918.02106848914,0.08481400382039815,0.5738344602922114,0.03601460039888136,-2.3700250711489526e-07,3.5402892800650023,0.0,0.00036228000000000003,0.5739941499361935
2024-01-04 10:00:00,LOC_001,29.64,47.91,0.0,0.55,0.0,300.0,clay,0.4622,1633.91,0.4636,0.6172572608610093,3.626289380467528e-05,58871.08199111687,0.08598821762215766,0.5801695104314659,0.03765421729880104,-5.572930430525235e-06,3.62627749768716,0.0,0.00035568000000000004,0.5739941499361935
2024-01-04 11:00:00,LOC_001,32.54,54.78,0.0,4.83,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5588156723930388,3.5820106674005925e-05,58150.214767576435,0.08714805335892348,0.5758526174180872,0.03734864749361483,-4.427871306693533e-07,3.7134255510460834,0.0,0.00039048,0.5739941499361935
2024-01-04 12:00:00,LOC_001,32.49,53.25,0.0,5.98,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5497591440028556,3.0166028489927626e-05,48971.436731817026,0.08812481367923097,0.5766102535033089,0.03666024901006297,-5.654078184078298e-06,3.8015503647253146,0.0,0.00038988000000000006,0.5739941499361935
2024-01-04 13:00:00,LOC_001,33.51,70.92,0.0,2.65,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5838635691582035,2.712677373004375e-05,44036.981085145635,0.08900315376113745,0.5823874742207156,0.03208054812638803,-3.039254759883876e-06,3.890553518486452,0.0,0.00040212,0.5739941499361935
2024-01-04 14:00:00,LOC_001,35.16,56.42,0.0,6.07,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5574269385956896,2.4108926762246206e-05,39137.10288038105,0.08978376326938395,0.5865625305158986,0.024177126075609533,-3.017846967797544e-06,3.980337281755836,0.0,0.00042191999999999994,0.5739941499361935
