timestamp,location_id,temperature_c,humidity,rainfall_mm,wind_speed,magnitude,depth_km,soil_type,soil_moisture,soil_density,liquefaction_risk
2024-01-03 06:00:00,LOC_001,29.95,46.9,0.0,4.01,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-03 07:00:00,LOC_001,32.01,58.72,0.0,9.28,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-03 08:00:00,LOC_001,27.21,60.02,0.0,4.99,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-03 09:00:00,LOC_001,32.5,57.3,0.0,5.4,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-03 10:00:00,LOC_001,31.45,48.89,0.0,2.89,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-03 11:00:00,LOC_001,32.36,61.45,0.0,6.41,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-03 12:00:00,LOC_001,35.18,55.59,0.0,7.01,1.12,300.0,clay,0.4622,1633.91,0.4636
2024-01-03 13:00:00,LOC_001,33.93,63.13,0.0,2.69,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-03 14:00:00,LOC_001,29.91,53.6,0.0,1.75,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-03 15:00:00,LOC_001,27.37,55.52,3.09,2.34,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-03 16:00:00,LOC_001,30.83,51.8,0.0,8.39,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-03 17:00:00,LOC_001,26.57,55.18,0.0,0.39,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-03 18:00:00,LOC_001,28.56,52.01,0.0,2.42,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-03 19:00:00,LOC_001,28.94,57.48,0.0,6.92,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-03 20:00:00,LOC_001,25.02,65.92,0.0,2.58,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-03 21:00:00,LOC_001,25.02,69.94,0.0,6.66,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-03 22:00:00,LOC_001,25.94,59.68,0.0,3.58,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-03 23:00:00,LOC_001,21.28,62.47,0.0,2.47,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-04 00:00:00,LOC_001,26.21,47.24,0.0,4.39,1.02,275.21,clay,0.4622,1633.91,0.4636
2024-01-04 01:00:00,LOC_001,23.37,57.35,0.0,1.37,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-04 02:00:00,LOC_001,24.67,64.18,0.0,1.94,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-04 03:00:00,LOC_001,23.61,62.85,0.0,1.46,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-04 04:00:00,LOC_001,28.2,51.41,0.0,6.52,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-04 05:00:00,LOC_001,28.12,58.14,0.0,4.42,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-04 06:00:00,LOC_001,28.09,53.15,0.0,3.09,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-04 07:00:00,LOC_001,26.02,67.04,0.0,3.48,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-04 08:00:00,LOC_001,25.76,64.33,0.0,7.28,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-04 09:00:00,LOC_001,30.19,52.22,0.0,3.0,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-04 10:00:00,LOC_001,29.64,47.91,0.0,0.55,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-04 11:00:00,LOC_001,32.54,54.78,0.0,4.83,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-04 12:00:00,LOC_001,32.49,53.25,0.0,5.98,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-04 13:00:00,LOC_001,33.51,70.92,0.0,2.65,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-04 14:00:00,LOC_001,35.16,56.42,0.0,6.07,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-04 15:00:00,LOC_001,32.27,47.83,0.0,4.35,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-04 16:00:00,LOC_001,25.83,65.13,0.0,6.63,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-04 17:00:00,LOC_001,29.84,51.26,0.0,6.91,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-04 18:00:00,LOC_001,24.88,66.09,0.0,7.95,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-04 19:00:00,LOC_001,26.91,54.76,0.0,3.43,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-04 20:00:00,LOC_001,24.29,65.72,0.0,4.46,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-04 21:00:00,LOC_001,27.27,49.53,0.0,5.14,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-04 22:00:00,LOC_001,23.64,52.24,0.0,4.77,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-04 23:00:00,LOC_001,25.05,67.86,0.0,11.17,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-05 00:00:00,LOC_001,23.41,56.14,0.0,2.27,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-05 01:00:00,LOC_001,24.14,67.78,0.0,2.54,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-05 02:00:00,LOC_001,23.15,64.34,0.0,4.06,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-05 03:00:00,LOC_001,21.29,59.02,0.0,6.45,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-05 04:00:00,LOC_001,25.52,62.78,0.0,4.37,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-05 05:00:00,LOC_001,26.96,57.51,0.0,4.11,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-05 06:00:00,LOC_001,28.65,65.83,0.0,9.29,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-05 07:00:00,LOC_001,28.92,58.45,0.0,2.19,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-05 08:00:00,LOC_001,33.18,43.21,0.0,4.28,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-05 09:00:00,LOC_001,32.7,56.57,0.0,7.61,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-05 10:00:00,LOC_001,32.02,56.78,0.0,6.61,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-05 11:00:00,LOC_001,34.0,59.94,0.0,3.13,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-05 12:00:00,LOC_001,32.69,60.95,0.0,8.64,1.15,300.0,clay,0.4622,1633.91,0.4636
2024-01-05 13:00:00,LOC_001,33.15,54.05,0.0,2.52,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-05 14:00:00,LOC_001,32.43,64.02,0.0,2.64,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-05 15:00:00,LOC_001,33.09,63.6,0.0,1.0,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-05 16:00:00,LOC_001,33.18,52.56,0.0,4.99,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-05 17:00:00,LOC_001,27.86,61.29,0.0,3.03,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-05 18:00:00,LOC_001,25.15,61.56,0.0,5.98,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-05 19:00:00,LOC_001,25.8,59.4,0.0,5.46,1.69,250.06,clay,0.4622,1633.91,0.4636
2024-01-05 20:00:00,LOC_001,25.97,54.91,0.0,3.14,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-05 21:00:00,LOC_001,25.32,50.92,0.0,2.65,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-05 22:00:00,LOC_001,27.16,59.6,0.0,2.77,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-05 23:00:00,LOC_001,21.77,58.5,0.0,9.69,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-06 00:00:00,LOC_001,21.87,61.02,0.0,1.17,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-06 01:00:00,LOC_001,23.97,51.66,0.0,3.84,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-06 02:00:00,LOC_001,23.61,63.76,0.0,3.21,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-06 03:00:00,LOC_001,26.45,64.52,0.0,2.23,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-06 04:00:00,LOC_001,26.25,59.67,0.0,1.77,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-06 05:00:00,LOC_001,28.23,55.08,0.0,4.7,1.38,286.85,clay,0.4622,1633.91,0.4636
2024-01-06 06:00:00,LOC_001,25.82,62.34,0.0,1.51,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-06 07:00:00,LOC_001,30.18,60.95,0.0,2.46,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-06 08:00:00,LOC_001,29.33,54.6,0.0,6.15,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-06 09:00:00,LOC_001,33.17,47.91,0.0,3.03,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-06 10:00:00,LOC_001,31.74,64.23,0.0,6.9,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-06 11:00:00,LOC_001,33.37,55.29,0.0,3.24,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-06 12:00:00,LOC_001,32.21,51.5,0.0,4.77,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-06 13:00:00,LOC_001,33.63,56.76,0.0,1.58,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-06 14:00:00,LOC_001,33.44,51.93,0.0,5.46,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-06 15:00:00,LOC_001,29.45,51.1,0.0,4.81,1.18,300.0,clay,0.4622,1633.91,0.4636
2024-01-06 16:00:00,LOC_001,30.94,51.3,0.0,1.9,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-06 17:00:00,LOC_001,31.24,64.08,0.0,2.17,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-06 18:00:00,LOC_001,31.25,50.6,0.0,4.91,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-06 19:00:00,LOC_001,29.53,55.74,0.0,3.04,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-06 20:00:00,LOC_001,24.67,55.62,0.0,0.36,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-06 21:00:00,LOC_001,27.07,47.27,0.0,4.55,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-06 22:00:00,LOC_001,27.48,55.32,0.0,5.66,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-06 23:00:00,LOC_001,23.43,64.96,0.0,5.36,1.12,269.13,clay,0.4622,1633.91,0.4636
2024-01-07 00:00:00,LOC_001,23.25,71.4,0.0,2.22,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-07 01:00:00,LOC_001,22.62,60.28,0.0,7.86,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-07 02:00:00,LOC_001,23.79,60.09,0.0,5.74,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-07 03:00:00,LOC_001,23.63,64.73,0.0,5.48,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-07 04:00:00,LOC_001,22.82,65.06,0.0,2.85,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-07 05:00:00,LOC_001,28.11,63.01,0.0,5.91,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-07 06:00:00,LOC_001,26.03,63.89,0.0,4.21,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-07 07:00:00,LOC_001,33.78,49.23,0.0,10.47,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-07 08:00:00,LOC_001,31.84,56.54,0.0,1.19,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-07 09:00:00,LOC_001,30.08,62.33,0.0,6.08,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-07 10:00:00,LOC_001,35.66,57.49,0.0,3.91,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-07 11:00:00,LOC_001,32.63,57.46,0.0,4.21,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-07 12:00:00,LOC_001,36.07,57.19,0.0,4.52,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-07 13:00:00,LOC_001,31.44,54.22,0.0,4.06,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-07 14:00:00,LOC_001,32.77,57.95,0.0,5.85,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-07 15:00:00,LOC_001,32.58,61.39,0.0,3.71,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-07 16:00:00,LOC_001,32.66,56.35,0.0,2.34,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-07 17:00:00,LOC_001,29.97,56.19,0.0,7.53,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-07 18:00:00,LOC_001,29.38,55.76,0.0,1.18,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-07 19:00:00,LOC_001,28.73,50.52,0.0,7.43,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-07 20:00:00,LOC_001,29.15,67.6,0.0,2.46,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-07 21:00:00,LOC_001,23.93,54.22,0.0,6.33,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-07 22:00:00,LOC_001,24.02,68.55,0.0,7.88,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-07 23:00:00,LOC_001,20.92,71.3,0.0,8.29,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-08 00:00:00,LOC_001,25.81,55.93,0.0,6.23,1.06,299.38,clay,0.4622,1633.91,0.4636
2024-01-08 01:00:00,LOC_001,25.82,63.15,0.0,0.57,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-08 02:00:00,LOC_001,24.1,61.43,0.0,2.42,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-08 03:00:00,LOC_001,25.24,61.63,0.0,5.52,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-08 04:00:00,LOC_001,25.51,68.27,0.0,4.1,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-08 05:00:00,LOC_001,26.05,61.93,0.0,2.48,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-08 06:00:00,LOC_001,24.85,64.39,0.0,3.07,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-08 07:00:00,LOC_001,32.84,63.34,0.0,3.58,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-08 08:00:00,LOC_001,31.18,57.83,0.0,2.08,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-08 09:00:00,LOC_001,32.95,58.14,0.0,3.58,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-08 10:00:00,LOC_001,31.42,52.44,0.0,3.59,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-08 11:00:00,LOC_001,34.68,57.75,0.0,6.06,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-08 12:00:00,LOC_001,35.66,56.7,0.0,3.65,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-08 13:00:00,LOC_001,30.21,64.62,0.0,3.78,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-08 14:00:00,LOC_001,32.78,56.82,0.0,7.22,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-08 15:00:00,LOC_001,30.25,53.7,0.0,4.25,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-08 16:00:00,LOC_001,32.45,51.42,0.0,2.02,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-08 17:00:00,LOC_001,28.03,57.8,0.0,4.53,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-08 18:00:00,LOC_001,28.14,47.96,0.0,6.78,1.18,295.99,clay,0.4622,1633.91,0.4636
2024-01-08 19:00:00,LOC_001,24.88,64.35,0.0,3.81,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-08 20:00:00,LOC_001,25.04,63.67,0.0,7.45,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-08 21:00:00,LOC_001,25.36,67.57,0.0,9.41,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-08 22:00:00,LOC_001,27.34,55.6,0.0,3.73,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-08 23:00:00,LOC_001,22.29,58.58,0.0,4.37,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-09 00:00:00,LOC_001,22.99,64.75,0.0,2.93,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-09 01:00:00,LOC_001,22.49,62.63,0.0,6.69,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-09 02:00:00,LOC_001,29.57,59.22,0.0,2.3,1.03,284.34,clay,0.4622,1633.91,0.4636
2024-01-09 03:00:00,LOC_001,22.36,63.46,0.0,2.93,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-09 04:00:00,LOC_001,24.86,77.38,0.72,1.56,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-09 05:00:00,LOC_001,26.01,60.22,0.0,6.64,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-09 06:00:00,LOC_001,31.85,65.31,0.0,4.57,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-09 07:00:00,LOC_001,29.29,51.33,0.0,6.88,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-09 08:00:00,LOC_001,30.42,54.05,0.0,0.68,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-09 09:00:00,LOC_001,35.62,55.71,0.0,5.16,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-09 10:00:00,LOC_001,31.66,65.92,0.0,2.84,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-09 11:00:00,LOC_001,38.57,48.92,0.0,3.79,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-09 12:00:00,LOC_001,32.28,50.1,0.0,10.37,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-09 13:00:00,LOC_001,32.0,54.03,0.0,2.4,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-09 14:00:00,LOC_001,32.02,55.53,0.0,4.52,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-09 15:00:00,LOC_001,32.25,56.16,0.0,6.58,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-09 16:00:00,LOC_001,34.36,54.33,5.19,2.25,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-09 17:00:00,LOC_001,32.87,52.73,0.0,1.81,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-09 18:00:00,LOC_001,26.93,60.7,0.0,6.32,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-09 19:00:00,LOC_001,30.45,56.6,0.0,6.18,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-09 20:00:00,LOC_001,26.31,64.06,0.0,2.83,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-09 21:00:00,LOC_001,27.6,62.08,0.0,1.92,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-09 22:00:00,LOC_001,23.32,57.59,0.0,2.2,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-09 23:00:00,LOC_001,26.72,57.6,0.0,2.61,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-10 00:00:00,LOC_001,26.29,57.67,0.0,1.33,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-10 01:00:00,LOC_001,23.09,63.63,0.0,5.7,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-10 02:00:00,LOC_001,27.92,54.06,0.0,1.08,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-10 03:00:00,LOC_001,24.13,68.1,0.0,0.74,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-10 04:00:00,LOC_001,30.92,49.71,0.0,5.17,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-10 05:00:00,LOC_001,27.76,64.68,0.0,7.99,1.01,300.0,clay,0.4622,1633.91,0.4636
2024-01-10 06:00:00,LOC_001,30.22,53.51,0.0,3.77,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-10 07:00:00,LOC_001,31.1,51.98,0.0,4.19,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-10 08:00:00,LOC_001,28.22,48.26,0.0,3.35,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-10 09:00:00,LOC_001,33.91,49.35,0.0,3.95,0.0,300.0,clay,0.4622,1633.91,0.4636
2024-01-10 10:00:00,LOC_001,33.49,53.49,0.0,7.7,0.0,300.0,clay,0.4622,1633.91,0.4636
